Archive_Date,Hospital_Group,Hospital_HIPE,Hospital_Name,Specialty_HIPE,Specialty_Name,Case_Type,Adult_Child,Age_Profile,Time_Bands,Total
28/01/2021,Ireland East Hospital Group,0912,St. Michael's Hospital,0700,Gastro-Enterology,Inpatient,Adult,16-64,  6-9 Months,1
28/01/2021,Ireland East Hospital Group,0912,St. Michael's Hospital,0700,Gastro-Enterology,Inpatient,Adult,65+,  0-3 Months,1
28/01/2021,Ireland East Hospital Group,0912,St. Michael's Hospital,2600,General Surgery,Day Case,Adult,16-64,  0-3 Months,149
28/01/2021,Ireland East Hospital Group,0912,St. Michael's Hospital,2600,General Surgery,Day Case,Adult,16-64,  3-6 Months,105
28/01/2021,Ireland East Hospital Group,0912,St. Michael's Hospital,2600,General Surgery,Day Case,Adult,16-64,  6-9 Months,9
28/01/2021,Ireland East Hospital Group,0912,St. Michael's Hospital,2600,General Surgery,Day Case,Adult,16-64,  9-12 Months,3
28/01/2021,Ireland East Hospital Group,0912,St. Michael's Hospital,2600,General Surgery,Day Case,Adult,16-64, 12-15 Months,1
28/01/2021,Ireland East Hospital Group,0912,St. Michael's Hospital,2600,General Surgery,Day Case,Adult,16-64, 15-18 Months,7
28/01/2021,Ireland East Hospital Group,0912,St. Michael's Hospital,2600,General Surgery,Day Case,Adult,16-64,18+ Months,1
28/01/2021,Ireland East Hospital Group,0912,St. Michael's Hospital,2600,General Surgery,Day Case,Adult,65+,  0-3 Months,39
28/01/2021,Ireland East Hospital Group,0912,St. Michael's Hospital,2600,General Surgery,Day Case,Adult,65+,  3-6 Months,25
28/01/2021,Ireland East Hospital Group,0912,St. Michael's Hospital,2600,General Surgery,Day Case,Adult,65+,  6-9 Months,4
28/01/2021,Ireland East Hospital Group,0912,St. Michael's Hospital,2600,General Surgery,Day Case,Adult,65+,  9-12 Months,2
28/01/2021,Ireland East Hospital Group,0912,St. Michael's Hospital,2600,General Surgery,Day Case,Adult,65+, 15-18 Months,1
28/01/2021,Ireland East Hospital Group,0912,St. Michael's Hospital,2600,General Surgery,Inpatient,Adult,16-64,  0-3 Months,1
28/01/2021,Ireland East Hospital Group,0912,St. Michael's Hospital,2600,General Surgery,Inpatient,Adult,16-64,  3-6 Months,1
28/01/2021,Ireland East Hospital Group,0912,St. Michael's Hospital,2600,General Surgery,Inpatient,Adult,65+,  0-3 Months,2
28/01/2021,RCSI  Hospitals Group,0108,Connolly Hospital Blanchardstown,0000,Small Volume Specialities,Day Case,Adult,16-64,  0-3 Months,2
28/01/2021,RCSI  Hospitals Group,0108,Connolly Hospital Blanchardstown,0700,Gastro-Enterology,Day Case,Adult,16-64,  0-3 Months,42
28/01/2021,RCSI  Hospitals Group,0108,Connolly Hospital Blanchardstown,0700,Gastro-Enterology,Day Case,Adult,16-64,  3-6 Months,6
28/01/2021,RCSI  Hospitals Group,0108,Connolly Hospital Blanchardstown,0700,Gastro-Enterology,Day Case,Adult,16-64,  6-9 Months,1
28/01/2021,RCSI  Hospitals Group,0108,Connolly Hospital Blanchardstown,0700,Gastro-Enterology,Day Case,Adult,65+,  0-3 Months,3
28/01/2021,RCSI  Hospitals Group,0108,Connolly Hospital Blanchardstown,0700,Gastro-Enterology,Day Case,Adult,65+,  3-6 Months,1
28/01/2021,RCSI  Hospitals Group,0108,Connolly Hospital Blanchardstown,2600,General Surgery,Day Case,Adult,16-64,  0-3 Months,14
28/01/2021,RCSI  Hospitals Group,0108,Connolly Hospital Blanchardstown,2600,General Surgery,Day Case,Adult,16-64,  3-6 Months,3
28/01/2021,RCSI  Hospitals Group,0108,Connolly Hospital Blanchardstown,2600,General Surgery,Day Case,Adult,65+,  0-3 Months,2
28/01/2021,RCSI  Hospitals Group,0108,Connolly Hospital Blanchardstown,2600,General Surgery,Day Case,Adult,65+,  3-6 Months,1
28/01/2021,RCSI  Hospitals Group,0108,Connolly Hospital Blanchardstown,2600,General Surgery,Inpatient,Adult,65+,  0-3 Months,1
28/01/2021,RCSI  Hospitals Group,0400,Louth County Hospital,0700,Gastro-Enterology,Day Case,Adult,16-64,  0-3 Months,30
28/01/2021,RCSI  Hospitals Group,0400,Louth County Hospital,0700,Gastro-Enterology,Day Case,Adult,16-64,  3-6 Months,5
28/01/2021,RCSI  Hospitals Group,0400,Louth County Hospital,0700,Gastro-Enterology,Day Case,Adult,65+,  0-3 Months,12
28/01/2021,RCSI  Hospitals Group,0400,Louth County Hospital,0700,Gastro-Enterology,Day Case,Adult,65+,  3-6 Months,2
28/01/2021,RCSI  Hospitals Group,0400,Louth County Hospital,2600,General Surgery,Day Case,Adult,16-64,  0-3 Months,299
28/01/2021,RCSI  Hospitals Group,0400,Louth County Hospital,2600,General Surgery,Day Case,Adult,16-64,  3-6 Months,121
28/01/2021,RCSI  Hospitals Group,0400,Louth County Hospital,2600,General Surgery,Day Case,Adult,16-64,  6-9 Months,24
28/01/2021,RCSI  Hospitals Group,0400,Louth County Hospital,2600,General Surgery,Day Case,Adult,16-64,  9-12 Months,1
28/01/2021,RCSI  Hospitals Group,0400,Louth County Hospital,2600,General Surgery,Day Case,Adult,65+,  0-3 Months,111
28/01/2021,RCSI  Hospitals Group,0400,Louth County Hospital,2600,General Surgery,Day Case,Adult,65+,  3-6 Months,38
28/01/2021,RCSI  Hospitals Group,0400,Louth County Hospital,2600,General Surgery,Day Case,Adult,65+,  6-9 Months,3
28/01/2021,RCSI  Hospitals Group,0400,Louth County Hospital,2600,General Surgery,Day Case,Adult,65+, 12-15 Months,1
28/01/2021,RCSI  Hospitals Group,0400,Louth County Hospital,2600,General Surgery,Inpatient,Adult,16-64,  0-3 Months,2
28/01/2021,RCSI  Hospitals Group,0400,Louth County Hospital,2600,General Surgery,Inpatient,Adult,65+,  0-3 Months,1
28/01/2021,RCSI  Hospitals Group,0400,Louth County Hospital,5000,General Medicine,Day Case,Adult,16-64,  0-3 Months,189
28/01/2021,RCSI  Hospitals Group,0400,Louth County Hospital,5000,General Medicine,Day Case,Adult,16-64,  3-6 Months,64
28/01/2021,RCSI  Hospitals Group,0400,Louth County Hospital,5000,General Medicine,Day Case,Adult,16-64,  6-9 Months,4
28/01/2021,RCSI  Hospitals Group,0400,Louth County Hospital,5000,General Medicine,Day Case,Adult,65+,  0-3 Months,68
28/01/2021,RCSI  Hospitals Group,0400,Louth County Hospital,5000,General Medicine,Day Case,Adult,65+,  3-6 Months,12
28/01/2021,RCSI  Hospitals Group,0400,Louth County Hospital,5000,General Medicine,Day Case,Adult,65+,  6-9 Months,3
28/01/2021,RCSI  Hospitals Group,0402,Cavan General Hospital,2600,General Surgery,Day Case,Adult,16-64,  0-3 Months,584
28/01/2021,RCSI  Hospitals Group,0402,Cavan General Hospital,2600,General Surgery,Day Case,Adult,16-64,  3-6 Months,87
28/01/2021,RCSI  Hospitals Group,0402,Cavan General Hospital,2600,General Surgery,Day Case,Adult,16-64,  6-9 Months,1
28/01/2021,RCSI  Hospitals Group,0402,Cavan General Hospital,2600,General Surgery,Day Case,Adult,16-64,  9-12 Months,3
28/01/2021,RCSI  Hospitals Group,0402,Cavan General Hospital,2600,General Surgery,Day Case,Adult,65+,  0-3 Months,178
28/01/2021,RCSI  Hospitals Group,0402,Cavan General Hospital,2600,General Surgery,Day Case,Adult,65+,  3-6 Months,23
28/01/2021,RCSI  Hospitals Group,0402,Cavan General Hospital,2600,General Surgery,Day Case,Adult,65+,  6-9 Months,1
28/01/2021,RCSI  Hospitals Group,0402,Cavan General Hospital,2600,General Surgery,Day Case,Child,0-15,  0-3 Months,3
28/01/2021,RCSI  Hospitals Group,0402,Cavan General Hospital,2600,General Surgery,Inpatient,Adult,16-64,  0-3 Months,1
28/01/2021,RCSI  Hospitals Group,0402,Cavan General Hospital,5000,General Medicine,Day Case,Adult,16-64,  0-3 Months,86
28/01/2021,RCSI  Hospitals Group,0402,Cavan General Hospital,5000,General Medicine,Day Case,Adult,16-64,  3-6 Months,13
28/01/2021,RCSI  Hospitals Group,0402,Cavan General Hospital,5000,General Medicine,Day Case,Adult,16-64,  6-9 Months,6
28/01/2021,RCSI  Hospitals Group,0402,Cavan General Hospital,5000,General Medicine,Day Case,Adult,16-64, 12-15 Months,1
28/01/2021,RCSI  Hospitals Group,0402,Cavan General Hospital,5000,General Medicine,Day Case,Adult,65+,  0-3 Months,37
28/01/2021,RCSI  Hospitals Group,0402,Cavan General Hospital,5000,General Medicine,Day Case,Adult,65+,  3-6 Months,8
28/01/2021,RCSI  Hospitals Group,0922,Our Lady of Lourdes Hospital Drogheda,0700,Gastro-Enterology,Day Case,Adult,16-64,  0-3 Months,5
28/01/2021,RCSI  Hospitals Group,0922,Our Lady of Lourdes Hospital Drogheda,2600,General Surgery,Day Case,Adult,16-64,  0-3 Months,156
28/01/2021,RCSI  Hospitals Group,0922,Our Lady of Lourdes Hospital Drogheda,2600,General Surgery,Day Case,Adult,16-64,  3-6 Months,30
28/01/2021,RCSI  Hospitals Group,0922,Our Lady of Lourdes Hospital Drogheda,2600,General Surgery,Day Case,Adult,16-64,  6-9 Months,5
28/01/2021,RCSI  Hospitals Group,0922,Our Lady of Lourdes Hospital Drogheda,2600,General Surgery,Day Case,Adult,65+,  0-3 Months,56
28/01/2021,RCSI  Hospitals Group,0922,Our Lady of Lourdes Hospital Drogheda,2600,General Surgery,Day Case,Adult,65+,  3-6 Months,10
28/01/2021,RCSI  Hospitals Group,0922,Our Lady of Lourdes Hospital Drogheda,2600,General Surgery,Day Case,Adult,65+,  6-9 Months,3
28/01/2021,RCSI  Hospitals Group,0922,Our Lady of Lourdes Hospital Drogheda,2600,General Surgery,Day Case,Adult,65+, 12-15 Months,1
28/01/2021,RCSI  Hospitals Group,0922,Our Lady of Lourdes Hospital Drogheda,5000,General Medicine,Day Case,Adult,16-64,  0-3 Months,22
28/01/2021,RCSI  Hospitals Group,0922,Our Lady of Lourdes Hospital Drogheda,5000,General Medicine,Day Case,Adult,16-64,  3-6 Months,5
28/01/2021,RCSI  Hospitals Group,0922,Our Lady of Lourdes Hospital Drogheda,5000,General Medicine,Day Case,Adult,65+,  0-3 Months,12
28/01/2021,RCSI  Hospitals Group,0922,Our Lady of Lourdes Hospital Drogheda,5000,General Medicine,Day Case,Adult,65+,  3-6 Months,1
28/01/2021,RCSI  Hospitals Group,0922,Our Lady of Lourdes Hospital Drogheda,5000,General Medicine,Inpatient,Adult,65+,  0-3 Months,1
28/01/2021,RCSI  Hospitals Group,0923,Beaumont Hospital,0700,Gastro-Enterology,Day Case,Adult,16-64,  0-3 Months,419
28/01/2021,RCSI  Hospitals Group,0923,Beaumont Hospital,0700,Gastro-Enterology,Day Case,Adult,16-64,  3-6 Months,25
28/01/2021,RCSI  Hospitals Group,0923,Beaumont Hospital,0700,Gastro-Enterology,Day Case,Adult,16-64,  6-9 Months,6
28/01/2021,RCSI  Hospitals Group,0923,Beaumont Hospital,0700,Gastro-Enterology,Day Case,Adult,16-64,  9-12 Months,15
28/01/2021,RCSI  Hospitals Group,0923,Beaumont Hospital,0700,Gastro-Enterology,Day Case,Adult,65+,  0-3 Months,88
28/01/2021,RCSI  Hospitals Group,0923,Beaumont Hospital,0700,Gastro-Enterology,Day Case,Adult,65+,  3-6 Months,17
28/01/2021,RCSI  Hospitals Group,0923,Beaumont Hospital,0700,Gastro-Enterology,Day Case,Adult,65+,  6-9 Months,3
28/01/2021,RCSI  Hospitals Group,0923,Beaumont Hospital,0700,Gastro-Enterology,Day Case,Adult,65+,  9-12 Months,3
28/01/2021,RCSI  Hospitals Group,0923,Beaumont Hospital,2600,General Surgery,Day Case,Adult,16-64,  0-3 Months,81
28/01/2021,RCSI  Hospitals Group,0923,Beaumont Hospital,2600,General Surgery,Day Case,Adult,16-64,  3-6 Months,21
28/01/2021,RCSI  Hospitals Group,0923,Beaumont Hospital,2600,General Surgery,Day Case,Adult,16-64,  6-9 Months,3
28/01/2021,RCSI  Hospitals Group,0923,Beaumont Hospital,2600,General Surgery,Day Case,Adult,16-64,  9-12 Months,4
28/01/2021,RCSI  Hospitals Group,0923,Beaumont Hospital,2600,General Surgery,Day Case,Adult,65+,  0-3 Months,16
28/01/2021,RCSI  Hospitals Group,0923,Beaumont Hospital,2600,General Surgery,Day Case,Adult,65+,  3-6 Months,12
28/01/2021,RCSI  Hospitals Group,0923,Beaumont Hospital,2600,General Surgery,Day Case,Adult,65+,  6-9 Months,1
28/01/2021,RCSI  Hospitals Group,0923,Beaumont Hospital,2600,General Surgery,Day Case,Adult,65+,  9-12 Months,2
28/01/2021,RCSI  Hospitals Group,0923,Beaumont Hospital,2600,General Surgery,Inpatient,Adult,16-64,  0-3 Months,1
28/01/2021,RCSI  Hospitals Group,0923,Beaumont Hospital,2600,General Surgery,Inpatient,Adult,16-64,  6-9 Months,1
28/01/2021,Saolta University Health Care Group,0500,Letterkenny University Hospital,2600,General Surgery,Day Case,Adult,16-64,  0-3 Months,337
28/01/2021,Saolta University Health Care Group,0500,Letterkenny University Hospital,2600,General Surgery,Day Case,Adult,16-64,  3-6 Months,248
28/01/2021,Saolta University Health Care Group,0500,Letterkenny University Hospital,2600,General Surgery,Day Case,Adult,16-64,  6-9 Months,153
28/01/2021,Saolta University Health Care Group,0500,Letterkenny University Hospital,2600,General Surgery,Day Case,Adult,16-64,  9-12 Months,153
28/01/2021,Saolta University Health Care Group,0500,Letterkenny University Hospital,2600,General Surgery,Day Case,Adult,16-64, 12-15 Months,200
28/01/2021,Saolta University Health Care Group,0500,Letterkenny University Hospital,2600,General Surgery,Day Case,Adult,16-64, 15-18 Months,225
28/01/2021,Saolta University Health Care Group,0500,Letterkenny University Hospital,2600,General Surgery,Day Case,Adult,16-64,18+ Months,354
28/01/2021,Saolta University Health Care Group,0500,Letterkenny University Hospital,2600,General Surgery,Day Case,Adult,65+,  0-3 Months,205
28/01/2021,Saolta University Health Care Group,0500,Letterkenny University Hospital,2600,General Surgery,Day Case,Adult,65+,  3-6 Months,108
28/01/2021,Saolta University Health Care Group,0500,Letterkenny University Hospital,2600,General Surgery,Day Case,Adult,65+,  6-9 Months,52
28/01/2021,Saolta University Health Care Group,0500,Letterkenny University Hospital,2600,General Surgery,Day Case,Adult,65+,  9-12 Months,49
28/01/2021,Saolta University Health Care Group,0500,Letterkenny University Hospital,2600,General Surgery,Day Case,Adult,65+, 12-15 Months,48
28/01/2021,Saolta University Health Care Group,0500,Letterkenny University Hospital,2600,General Surgery,Day Case,Adult,65+, 15-18 Months,70
28/01/2021,Saolta University Health Care Group,0500,Letterkenny University Hospital,2600,General Surgery,Day Case,Adult,65+,18+ Months,138
28/01/2021,Saolta University Health Care Group,0500,Letterkenny University Hospital,2600,General Surgery,Day Case,Child,0-15,  0-3 Months,3
28/01/2021,Saolta University Health Care Group,0500,Letterkenny University Hospital,2600,General Surgery,Day Case,Child,0-15,  3-6 Months,1
28/01/2021,Saolta University Health Care Group,0500,Letterkenny University Hospital,5000,General Medicine,Day Case,Adult,16-64,  0-3 Months,54
28/01/2021,Saolta University Health Care Group,0500,Letterkenny University Hospital,5000,General Medicine,Day Case,Adult,16-64,  3-6 Months,7
28/01/2021,Saolta University Health Care Group,0500,Letterkenny University Hospital,5000,General Medicine,Day Case,Adult,16-64,  6-9 Months,54
28/01/2021,Saolta University Health Care Group,0500,Letterkenny University Hospital,5000,General Medicine,Day Case,Adult,16-64,  9-12 Months,73
28/01/2021,Saolta University Health Care Group,0500,Letterkenny University Hospital,5000,General Medicine,Day Case,Adult,16-64, 12-15 Months,68
28/01/2021,Saolta University Health Care Group,0500,Letterkenny University Hospital,5000,General Medicine,Day Case,Adult,16-64, 15-18 Months,27
28/01/2021,Saolta University Health Care Group,0500,Letterkenny University Hospital,5000,General Medicine,Day Case,Adult,16-64,18+ Months,11
28/01/2021,Saolta University Health Care Group,0500,Letterkenny University Hospital,5000,General Medicine,Day Case,Adult,65+,  0-3 Months,17
28/01/2021,Saolta University Health Care Group,0500,Letterkenny University Hospital,5000,General Medicine,Day Case,Adult,65+,  3-6 Months,4
28/01/2021,Saolta University Health Care Group,0500,Letterkenny University Hospital,5000,General Medicine,Day Case,Adult,65+,  6-9 Months,20
28/01/2021,Saolta University Health Care Group,0500,Letterkenny University Hospital,5000,General Medicine,Day Case,Adult,65+,  9-12 Months,38
28/01/2021,Saolta University Health Care Group,0500,Letterkenny University Hospital,5000,General Medicine,Day Case,Adult,65+, 12-15 Months,23
28/01/2021,Saolta University Health Care Group,0500,Letterkenny University Hospital,5000,General Medicine,Day Case,Adult,65+, 15-18 Months,6
28/01/2021,Saolta University Health Care Group,0500,Letterkenny University Hospital,5000,General Medicine,Day Case,Adult,65+,18+ Months,5
28/01/2021,Saolta University Health Care Group,0501,Sligo University Hospital,2600,General Surgery,Day Case,Adult,16-64,  0-3 Months,133
28/01/2021,Saolta University Health Care Group,0501,Sligo University Hospital,2600,General Surgery,Day Case,Adult,16-64,  3-6 Months,96
28/01/2021,Saolta University Health Care Group,0501,Sligo University Hospital,2600,General Surgery,Day Case,Adult,16-64,  6-9 Months,41
28/01/2021,Saolta University Health Care Group,0501,Sligo University Hospital,2600,General Surgery,Day Case,Adult,16-64,  9-12 Months,38
28/01/2021,Saolta University Health Care Group,0501,Sligo University Hospital,2600,General Surgery,Day Case,Adult,16-64, 12-15 Months,5
28/01/2021,Saolta University Health Care Group,0501,Sligo University Hospital,2600,General Surgery,Day Case,Adult,16-64, 15-18 Months,1
28/01/2021,Saolta University Health Care Group,0501,Sligo University Hospital,2600,General Surgery,Day Case,Adult,65+,  0-3 Months,62
28/01/2021,Saolta University Health Care Group,0501,Sligo University Hospital,2600,General Surgery,Day Case,Adult,65+,  3-6 Months,43
28/01/2021,Saolta University Health Care Group,0501,Sligo University Hospital,2600,General Surgery,Day Case,Adult,65+,  6-9 Months,16
28/01/2021,Saolta University Health Care Group,0501,Sligo University Hospital,2600,General Surgery,Day Case,Adult,65+,  9-12 Months,25
28/01/2021,Saolta University Health Care Group,0501,Sligo University Hospital,2600,General Surgery,Day Case,Adult,65+, 12-15 Months,3
28/01/2021,Saolta University Health Care Group,0501,Sligo University Hospital,2600,General Surgery,Day Case,Adult,65+, 15-18 Months,1
28/01/2021,Saolta University Health Care Group,0501,Sligo University Hospital,2600,General Surgery,Inpatient,Adult,16-64,  9-12 Months,1
28/01/2021,Saolta University Health Care Group,0501,Sligo University Hospital,2600,General Surgery,Inpatient,Adult,65+,  0-3 Months,1
28/01/2021,Saolta University Health Care Group,0501,Sligo University Hospital,5000,General Medicine,Day Case,Adult,16-64,  0-3 Months,147
28/01/2021,Saolta University Health Care Group,0501,Sligo University Hospital,5000,General Medicine,Day Case,Adult,16-64,  3-6 Months,20
28/01/2021,Saolta University Health Care Group,0501,Sligo University Hospital,5000,General Medicine,Day Case,Adult,16-64,  6-9 Months,1
28/01/2021,Saolta University Health Care Group,0501,Sligo University Hospital,5000,General Medicine,Day Case,Adult,65+,  0-3 Months,55
28/01/2021,Saolta University Health Care Group,0501,Sligo University Hospital,5000,General Medicine,Day Case,Adult,65+,  3-6 Months,16
28/01/2021,Saolta University Health Care Group,0501,Sligo University Hospital,5000,General Medicine,Day Case,Child,0-15,  0-3 Months,2
28/01/2021,Saolta University Health Care Group,0800,Galway University Hospitals,0700,Gastro-Enterology,Day Case,Adult,16-64,  0-3 Months,168
28/01/2021,Saolta University Health Care Group,0800,Galway University Hospitals,0700,Gastro-Enterology,Day Case,Adult,16-64,  3-6 Months,117
28/01/2021,Saolta University Health Care Group,0800,Galway University Hospitals,0700,Gastro-Enterology,Day Case,Adult,16-64,  6-9 Months,28
28/01/2021,Saolta University Health Care Group,0800,Galway University Hospitals,0700,Gastro-Enterology,Day Case,Adult,16-64,  9-12 Months,17
28/01/2021,Saolta University Health Care Group,0800,Galway University Hospitals,0700,Gastro-Enterology,Day Case,Adult,16-64, 12-15 Months,7
28/01/2021,Saolta University Health Care Group,0800,Galway University Hospitals,0700,Gastro-Enterology,Day Case,Adult,16-64, 15-18 Months,7
28/01/2021,Saolta University Health Care Group,0800,Galway University Hospitals,0700,Gastro-Enterology,Day Case,Adult,16-64,18+ Months,8
28/01/2021,Saolta University Health Care Group,0800,Galway University Hospitals,0700,Gastro-Enterology,Day Case,Adult,65+,  0-3 Months,104
28/01/2021,Saolta University Health Care Group,0800,Galway University Hospitals,0700,Gastro-Enterology,Day Case,Adult,65+,  3-6 Months,57
28/01/2021,Saolta University Health Care Group,0800,Galway University Hospitals,0700,Gastro-Enterology,Day Case,Adult,65+,  6-9 Months,10
28/01/2021,Saolta University Health Care Group,0800,Galway University Hospitals,0700,Gastro-Enterology,Day Case,Adult,65+,  9-12 Months,11
28/01/2021,Saolta University Health Care Group,0800,Galway University Hospitals,0700,Gastro-Enterology,Day Case,Adult,65+, 12-15 Months,5
28/01/2021,Saolta University Health Care Group,0800,Galway University Hospitals,0700,Gastro-Enterology,Day Case,Adult,65+, 15-18 Months,2
28/01/2021,Saolta University Health Care Group,0800,Galway University Hospitals,0700,Gastro-Enterology,Day Case,Adult,65+,18+ Months,4
28/01/2021,Saolta University Health Care Group,0800,Galway University Hospitals,0700,Gastro-Enterology,Inpatient,Adult,16-64,  0-3 Months,1
28/01/2021,Saolta University Health Care Group,0800,Galway University Hospitals,2600,General Surgery,Day Case,Adult,16-64,  0-3 Months,200
28/01/2021,Saolta University Health Care Group,0800,Galway University Hospitals,2600,General Surgery,Day Case,Adult,16-64,  3-6 Months,91
28/01/2021,Saolta University Health Care Group,0800,Galway University Hospitals,2600,General Surgery,Day Case,Adult,16-64,  6-9 Months,75
28/01/2021,Saolta University Health Care Group,0800,Galway University Hospitals,2600,General Surgery,Day Case,Adult,16-64,  9-12 Months,63
28/01/2021,Saolta University Health Care Group,0800,Galway University Hospitals,2600,General Surgery,Day Case,Adult,16-64, 12-15 Months,46
28/01/2021,Saolta University Health Care Group,0800,Galway University Hospitals,2600,General Surgery,Day Case,Adult,16-64, 15-18 Months,18
28/01/2021,Saolta University Health Care Group,0800,Galway University Hospitals,2600,General Surgery,Day Case,Adult,16-64,18+ Months,16
28/01/2021,Saolta University Health Care Group,0800,Galway University Hospitals,2600,General Surgery,Day Case,Adult,65+,  0-3 Months,108
28/01/2021,Saolta University Health Care Group,0800,Galway University Hospitals,2600,General Surgery,Day Case,Adult,65+,  3-6 Months,55
28/01/2021,Saolta University Health Care Group,0800,Galway University Hospitals,2600,General Surgery,Day Case,Adult,65+,  6-9 Months,22
28/01/2021,Saolta University Health Care Group,0800,Galway University Hospitals,2600,General Surgery,Day Case,Adult,65+,  9-12 Months,26
28/01/2021,Saolta University Health Care Group,0800,Galway University Hospitals,2600,General Surgery,Day Case,Adult,65+, 12-15 Months,10
28/01/2021,Saolta University Health Care Group,0800,Galway University Hospitals,2600,General Surgery,Day Case,Adult,65+, 15-18 Months,7
28/01/2021,Saolta University Health Care Group,0800,Galway University Hospitals,2600,General Surgery,Day Case,Adult,65+,18+ Months,16
28/01/2021,Saolta University Health Care Group,0800,Galway University Hospitals,2600,General Surgery,Day Case,Child,0-15,  0-3 Months,1
28/01/2021,Saolta University Health Care Group,0800,Galway University Hospitals,2600,General Surgery,Day Case,Child,0-15,  3-6 Months,1
28/01/2021,Saolta University Health Care Group,0800,Galway University Hospitals,2600,General Surgery,Day Case,Child,0-15,  6-9 Months,1
28/01/2021,Saolta University Health Care Group,0800,Galway University Hospitals,2600,General Surgery,Inpatient,Adult,16-64,  9-12 Months,1
28/01/2021,Saolta University Health Care Group,0800,Galway University Hospitals,2600,General Surgery,Inpatient,Adult,16-64, 12-15 Months,1
28/01/2021,Saolta University Health Care Group,0800,Galway University Hospitals,2600,General Surgery,Inpatient,Adult,65+,  0-3 Months,1
28/01/2021,Saolta University Health Care Group,0802,Mayo University Hospital,0000,Small Volume Specialities,Day Case,Adult,16-64,  0-3 Months,4
28/01/2021,Saolta University Health Care Group,0802,Mayo University Hospital,2600,General Surgery,Day Case,Adult,16-64,  0-3 Months,10
28/01/2021,Saolta University Health Care Group,0802,Mayo University Hospital,2600,General Surgery,Day Case,Adult,16-64,  3-6 Months,3
28/01/2021,Saolta University Health Care Group,0802,Mayo University Hospital,2600,General Surgery,Day Case,Adult,16-64,  6-9 Months,2
28/01/2021,Saolta University Health Care Group,0802,Mayo University Hospital,2600,General Surgery,Day Case,Adult,16-64,  9-12 Months,6
28/01/2021,Saolta University Health Care Group,0802,Mayo University Hospital,2600,General Surgery,Day Case,Adult,16-64, 12-15 Months,7
28/01/2021,Saolta University Health Care Group,0802,Mayo University Hospital,2600,General Surgery,Day Case,Adult,16-64,18+ Months,1
28/01/2021,Saolta University Health Care Group,0802,Mayo University Hospital,2600,General Surgery,Day Case,Adult,65+,  0-3 Months,9
28/01/2021,Saolta University Health Care Group,0802,Mayo University Hospital,2600,General Surgery,Day Case,Adult,65+,  3-6 Months,3
28/01/2021,Saolta University Health Care Group,0802,Mayo University Hospital,2600,General Surgery,Day Case,Adult,65+,  6-9 Months,2
28/01/2021,Saolta University Health Care Group,0802,Mayo University Hospital,2600,General Surgery,Day Case,Adult,65+,  9-12 Months,2
28/01/2021,Saolta University Health Care Group,0802,Mayo University Hospital,2600,General Surgery,Day Case,Adult,65+, 12-15 Months,1
28/01/2021,Saolta University Health Care Group,0802,Mayo University Hospital,2600,General Surgery,Inpatient,Child,0-15,  3-6 Months,1
28/01/2021,Saolta University Health Care Group,0802,Mayo University Hospital,2600,General Surgery,Inpatient,Child,0-15,18+ Months,1
28/01/2021,Saolta University Health Care Group,0802,Mayo University Hospital,5000,General Medicine,Day Case,Adult,16-64,  0-3 Months,150
28/01/2021,Saolta University Health Care Group,0802,Mayo University Hospital,5000,General Medicine,Day Case,Adult,16-64,  3-6 Months,72
28/01/2021,Saolta University Health Care Group,0802,Mayo University Hospital,5000,General Medicine,Day Case,Adult,16-64,  6-9 Months,58
28/01/2021,Saolta University Health Care Group,0802,Mayo University Hospital,5000,General Medicine,Day Case,Adult,16-64,  9-12 Months,63
28/01/2021,Saolta University Health Care Group,0802,Mayo University Hospital,5000,General Medicine,Day Case,Adult,16-64, 12-15 Months,88
28/01/2021,Saolta University Health Care Group,0802,Mayo University Hospital,5000,General Medicine,Day Case,Adult,16-64, 15-18 Months,65
28/01/2021,Saolta University Health Care Group,0802,Mayo University Hospital,5000,General Medicine,Day Case,Adult,16-64,18+ Months,70
28/01/2021,Saolta University Health Care Group,0802,Mayo University Hospital,5000,General Medicine,Day Case,Adult,65+,  0-3 Months,133
28/01/2021,Saolta University Health Care Group,0802,Mayo University Hospital,5000,General Medicine,Day Case,Adult,65+,  3-6 Months,43
28/01/2021,Saolta University Health Care Group,0802,Mayo University Hospital,5000,General Medicine,Day Case,Adult,65+,  6-9 Months,32
28/01/2021,Saolta University Health Care Group,0802,Mayo University Hospital,5000,General Medicine,Day Case,Adult,65+,  9-12 Months,29
28/01/2021,Saolta University Health Care Group,0802,Mayo University Hospital,5000,General Medicine,Day Case,Adult,65+, 12-15 Months,41
28/01/2021,Saolta University Health Care Group,0802,Mayo University Hospital,5000,General Medicine,Day Case,Adult,65+, 15-18 Months,35
28/01/2021,Saolta University Health Care Group,0802,Mayo University Hospital,5000,General Medicine,Day Case,Adult,65+,18+ Months,46
28/01/2021,Saolta University Health Care Group,0802,Mayo University Hospital,5000,General Medicine,Inpatient,Adult,16-64,  0-3 Months,1
28/01/2021,Saolta University Health Care Group,0803,Roscommon University Hospital,2600,General Surgery,Day Case,Adult,16-64,  0-3 Months,124
28/01/2021,Saolta University Health Care Group,0803,Roscommon University Hospital,2600,General Surgery,Day Case,Adult,16-64,  3-6 Months,254
28/01/2021,Saolta University Health Care Group,0803,Roscommon University Hospital,2600,General Surgery,Day Case,Adult,16-64,  6-9 Months,123
